CellSwc[0].Dend[2878],CellSwc[1].Dend[2057],9.479698
CellSwc[0].Dend[2878],CellSwc[1].Dend[2058],9.479698
CellSwc[0].Dend[3029],CellSwc[1].Dend[2057],9.479698
CellSwc[0].Dend[3029],CellSwc[1].Dend[2058],9.479698
CellSwc[0].Dend[2949],CellSwc[1].Dend[2069],15.867166
CellSwc[0].Dend[2949],CellSwc[1].Dend[2088],15.867166
CellSwc[0].Dend[3089],CellSwc[1].Dend[2069],15.867166
CellSwc[0].Dend[3089],CellSwc[1].Dend[2088],15.867166
CellSwc[0].Dend[2949],CellSwc[1].Dend[2057],16.386193
CellSwc[0].Dend[2949],CellSwc[1].Dend[2058],16.386193
CellSwc[0].Dend[3089],CellSwc[1].Dend[2057],16.386193
CellSwc[0].Dend[3089],CellSwc[1].Dend[2058],16.386193
CellSwc[0].Dend[2007],CellSwc[1].Dend[2102],19.058599
CellSwc[0].Dend[2007],CellSwc[1].Dend[2103],19.058599
CellSwc[0].Dend[2092],CellSwc[1].Dend[2102],19.058599
CellSwc[0].Dend[2092],CellSwc[1].Dend[2103],19.058599
CellSwc[0].Dend[2878],CellSwc[1].Dend[2069],19.853649
CellSwc[0].Dend[2878],CellSwc[1].Dend[2088],19.853649
CellSwc[0].Dend[3029],CellSwc[1].Dend[2069],19.853649
CellSwc[0].Dend[3029],CellSwc[1].Dend[2088],19.853649
CellSwc[0].Dend[2025],CellSwc[1].Dend[1940],20.035222
CellSwc[0].Dend[2025],CellSwc[1].Dend[1968],20.035222
CellSwc[0].Dend[2190],CellSwc[1].Dend[1940],20.035222
CellSwc[0].Dend[2190],CellSwc[1].Dend[1968],20.035222
CellSwc[0].Dend[2767],CellSwc[1].Dend[2057],20.206768
CellSwc[0].Dend[2767],CellSwc[1].Dend[2058],20.206768
CellSwc[0].Dend[2836],CellSwc[1].Dend[2057],20.206768
CellSwc[0].Dend[2836],CellSwc[1].Dend[2058],20.206768
CellSwc[0].Dend[2025],CellSwc[1].Dend[1994],20.333790
CellSwc[0].Dend[2025],CellSwc[1].Dend[1995],20.333790
CellSwc[0].Dend[2025],CellSwc[1].Dend[1996],20.333790
CellSwc[0].Dend[2190],CellSwc[1].Dend[1994],20.333790
CellSwc[0].Dend[2190],CellSwc[1].Dend[1995],20.333790
CellSwc[0].Dend[2190],CellSwc[1].Dend[1996],20.333790
CellSwc[0].Dend[1509],CellSwc[1].Dend[2027],24.339341
CellSwc[0].Dend[1509],CellSwc[1].Dend[2131],24.339341
CellSwc[0].Dend[1510],CellSwc[1].Dend[2027],24.339341
CellSwc[0].Dend[1510],CellSwc[1].Dend[2131],24.339341
CellSwc[0].Dend[1763],CellSwc[1].Dend[2027],24.339341
CellSwc[0].Dend[1763],CellSwc[1].Dend[2131],24.339341
CellSwc[0].Dend[1509],CellSwc[1].Dend[2102],28.557748
CellSwc[0].Dend[1509],CellSwc[1].Dend[2103],28.557748
CellSwc[0].Dend[1510],CellSwc[1].Dend[2102],28.557748
CellSwc[0].Dend[1510],CellSwc[1].Dend[2103],28.557748
CellSwc[0].Dend[1763],CellSwc[1].Dend[2102],28.557748
CellSwc[0].Dend[1763],CellSwc[1].Dend[2103],28.557748
CellSwc[0].Dend[2993],CellSwc[1].Dend[2089],28.762847
CellSwc[0].Dend[2993],CellSwc[1].Dend[2108],28.762847
CellSwc[0].Dend[3091],CellSwc[1].Dend[2089],28.762847
CellSwc[0].Dend[3091],CellSwc[1].Dend[2108],28.762847
CellSwc[0].Dend[2007],CellSwc[1].Dend[2034],28.977172
CellSwc[0].Dend[2007],CellSwc[1].Dend[2035],28.977172
