7296,0
352,0
5840,0
1648,0
2624,0
608,0
2432,0
5664,0
6656,0
5696,0
4672,0
6384,0
1312,0
5296,0
6064,0
5360,0
4288,0
6720,0
6880,0
4336,0
4816,0
5600,0
2048,0
2880,0
3040,0
7840,0
864,0
480,0
3088,0
5056,0
1712,0
1072,0
4256,0
2128,0
3744,0
5584,0
3568,0
7408,0
5952,0
464,0
2960,0
2000,0
7184,0
2688,0
3408,0
6240,0
3216,0
4096,0
3584,0
1936,0
7312,0
7680,0
1168,0
4848,0
1328,0
7792,0
4704,0
4640,0
5936,0
1152,0
784,0
2352,0
7872,0
1232,0
2336,0
3392,0
1984,0
7328,0
7808,0
3936,0
2256,0
6816,0
4800,0
6848,0
5472,0
1568,0
1200,0
5392,0
3968,0
336,0
4624,0
2848,0
5136,0
944,0
6336,0
4688,0
7376,0
4384,0
7056,0
4752,0
1424,0
1760,0
2368,0
768,0
384,0
176,0
320,0
5216,0
4944,0
304,0
3760,0
5280,0
6224,0
6672,0
1552,0
7152,0
7776,0
4192,0
7664,0
7632,0
2928,0
6032,0
1632,0
2496,0
4304,0
2768,0
7728,0
3664,0
6928,0
7360,0
2032,0
7904,0
6976,0
7136,0
5120,0
3008,0
4176,0
4080,0
368,0
6688,0
6272,0
3632,0
7488,0
1456,0
448,0
7024,0
6448,0
7248,0
2816,0
5424,0
4928,0
3920,0
400,0
64,108
720,0
7232,0
1264,0
832,0
3200,0
6608,0
3984,0
7824,0
6000,0
4512,0
2192,0
7424,0
736,0
7984,0
3808,0
2944,0
1536,0
512,0
7040,0
272,0
3072,0
5760,0
672,0
6416,0
6992,0
4992,0
1856,0
6592,0
4592,0
5008,0
6288,0
3184,0
2560,0
80,116
2160,0
2800,0
3440,0
2272,0
2528,0
5024,0
1584,0
3456,0
2704,0
7280,0
4832,0
1840,0
1488,0
6496,0
6544,0
1744,0
4160,0
4896,0
4272,0
416,0
5984,0
3952,0
7520,0
1136,0
4064,0
7168,0
7472,0
6864,0
1696,0
4656,0
2672,0
5376,0
2016,0
7392,0
1440,0
1664,0
4432,0
5504,0
3712,0
704,0
5616,0
3024,0
2784,0
1360,0
5488,0
1104,0
960,0
1296,0
1040,0
5856,0
5088,0
1776,0
848,0
5440,0
2640,0
7072,0
3904,0
1520,0
2176,0
112,112
3552,0
4112,0
4368,0
7440,0
5888,0
4128,0
3616,0
2864,0
2912,0
6960,0
3536,0
1872,0
3152,0
128,0
6128,0
5312,0
7088,0
2080,0
7648,0
3360,0
6016,0
4768,0
1680,0
976,0
6352,0
2288,0
208,0
3056,0
2656,0
896,0
7504,0
800,0
7920,0
7536,0
1728,0
3696,0
5648,0
6576,0
1920,0
3120,0
5872,0
7552,0
1088,0
6560,0
1280,0
7104,0
1120,0
6256,0
4320,0
5744,0
4224,0
5920,0
2736,0
3840,0
1792,0
7568,0
3344,0
4464,0
3600,0
3824,0
4352,0
7216,0
6800,0
6368,0
4448,0
4880,0
5776,0
6096,0
1616,0
4864,0
5040,0
3376,0
4000,0
7600,0
7344,0
6432,0
2224,0
6896,0
496,0
2544,0
7952,0
2112,0
4720,0
1408,0
2416,0
5568,0
2320,0
5152,0
7120,0
5072,0
4576,0
640,0
4736,0
5792,0
48,99
6400,0
3680,0
6736,0
288,0
6464,0
4016,0
7968,0
2144,0
656,0
6944,0
7008,0
928,0
4560,0
2720,0
7744,0
2480,0
1216,0
192,0
5808,0
5344,0
1392,0
6160,0
7456,0
4048,0
2208,0
4976,0
2512,0
3328,0
5408,0
3168,0
3776,0
3488,0
6624,0
752,0
3856,0
7760,0
7856,0
1184,0
5824,0
3424,0
4784,0
6048,0
3504,0
32,86
4544,0
1504,0
5536,0
3792,0
2576,0
7616,0
6480,0
5520,0
3472,0
6912,0
2064,0
5456,0
576,0
2752,0
6528,0
1376,0
1472,0
6640,0
3232,0
816,0
432,0
6752,0
3296,0
912,0
592,0
3888,0
2240,0
2096,0
544,0
3872,0
4496,0
7936,0
2992,0
5552,0
1008,0
5728,0
3104,0
4208,0
6304,0
4480,0
4528,0
1824,0
7200,0
16,68
5904,0
688,0
2384,0
6144,0
6176,0
4032,0
7264,0
7584,0
6192,0
6112,0
6208,0
6832,0
144,0
528,0
2896,0
4960,0
5968,0
5264,0
4416,0
4144,0
7712,0
1968,0
7888,0
256,0
5248,0
5232,0
3264,0
2592,0
6320,0
1888,0
1952,0
2448,0
4240,0
3280,0
3728,0
5712,0
4608,0
4912,0
624,0
3520,0
1248,0
1904,0
5632,0
2832,0
224,0
4400,0
1808,0
3136,0
6080,0
1056,0
6784,0
3312,0
6704,0
1600,0
992,0
96,124
8000,0
5168,0
5184,0
2304,0
7696,0
1344,0
240,0
160,0
2608,0
6512,0
5680,0
880,0
2976,139
2400,0
560,0
5200,0
6768,0
3248,0
1024,0
5104,0
3648,0
5328,0
2464,0
